GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",1006,98,(X),(X),124,73,12.3,7.1,61,48,6.1,4.6,7,12,11.5,21.5,78,45,7.8,4.3,14,15,17.9,19.3,209,74,20.8,7.1,90,71,43.1,27.8,76,55,7.6,5.5,13,21,17.1,28.6
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",1326,107,(X),(X),59,45,4.4,3.3,124,67,9.4,4.9,0,11,0.0,21.3,225,85,17.0,6.4,11,13,4.9,5.8,148,67,11.2,4.9,48,45,32.4,22.8,16,17,1.2,1.3,0,11,0.0,71.2
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",2447,234,(X),(X),19,29,0.8,1.2,149,95,6.1,3.8,0,11,0.0,18.1,348,148,14.2,5.5,0,11,0.0,8.3,105,106,4.3,4.3,19,29,18.1,20.9,0,11,0.0,1.2,0,11,-,**
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",3816,292,(X),(X),114,131,3.0,3.5,476,172,12.5,4.6,39,49,8.2,10.9,286,184,7.5,4.7,0,16,0.0,9.9,325,175,8.5,4.6,75,120,23.1,36.1,57,92,1.5,2.4,0,16,0.0,37.7
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",4474,406,(X),(X),164,108,3.7,2.4,181,111,4.0,2.5,48,55,26.5,27.9,731,219,16.3,4.6,26,42,3.6,5.8,577,184,12.9,4.1,64,73,11.1,13.1,77,74,1.7,1.6,26,41,33.8,49.9
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",2816,219,(X),(X),99,65,3.5,2.3,315,106,11.2,3.7,47,46,14.9,13.0,241,105,8.6,3.5,0,16,0.0,11.7,107,68,3.8,2.5,52,47,48.6,35.0,36,42,1.3,1.5,0,16,0.0,47.5
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",4375,323,(X),(X),325,187,7.4,4.2,244,173,5.6,3.9,26,42,10.7,17.5,430,163,9.8,3.7,0,16,0.0,6.7,576,209,13.2,4.5,194,151,33.7,21.3,231,118,5.3,2.7,105,87,45.5,29.9
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",3905,248,(X),(X),88,77,2.3,2.0,191,137,4.9,3.4,22,40,11.5,21.2,342,157,8.8,3.9,17,28,5.0,8.0,160,113,4.1,2.8,49,57,30.6,27.6,57,56,1.5,1.4,0,16,0.0,37.7
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",1128,107,(X),(X),117,53,10.4,4.8,52,48,4.6,4.2,10,15,19.2,31.6,77,38,6.8,3.5,38,31,49.4,32.6,159,66,14.1,5.8,69,44,43.4,21.6,41,48,3.6,4.2,0,11,0.0,44.5
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",5189,341,(X),(X),309,148,6.0,2.8,565,233,10.9,4.4,76,79,13.5,12.9,163,105,3.1,2.0,75,69,46.0,32.9,329,118,6.3,2.3,158,105,48.0,31.7,152,144,2.9,2.8,0,18,0.0,17.8
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",28,21,(X),(X),4,5,14.3,20.1,0,11,0.0,53.8,0,11,-,**,10,8,35.7,31.2,4,5,40.0,45.8,0,11,0.0,53.8,0,11,-,**,0,11,0.0,53.8,0,11,-,**
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",1224,123,(X),(X),103,71,8.4,5.7,41,34,3.3,2.8,0,11,0.0,44.5,136,83,11.1,6.6,0,11,0.0,19.7,228,90,18.6,7.3,103,71,45.2,22.2,6,9,0.5,0.8,0,11,0.0,100.0
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",97,35,(X),(X),0,11,0.0,26.1,0,11,0.0,26.1,0,11,-,**,0,11,0.0,26.1,0,11,-,**,15,11,15.5,12.2,0,11,0.0,73.6,0,11,0.0,26.1,0,11,-,**
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",2767,123,(X),(X),321,155,11.6,5.4,430,129,15.5,4.6,135,91,31.4,18.0,377,130,13.6,4.6,17,26,4.5,6.7,282,148,10.2,5.2,169,136,59.9,23.9,65,63,2.3,2.3,0,16,0.0,34.9
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",4284,350,(X),(X),82,94,1.9,2.2,171,132,4.0,3.1,0,16,0.0,16.0,520,237,12.1,5.5,0,16,0.0,5.6,482,214,11.3,5.0,82,94,17.0,21.3,0,16,0.0,0.7,0,16,-,**
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",3132,213,(X),(X),162,67,5.2,2.1,226,105,7.2,3.3,9,14,4.0,6.7,346,97,11.0,3.1,37,24,10.7,7.5,322,100,10.3,3.0,116,63,36.0,15.9,0,16,0.0,1.0,0,16,-,**
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",1180,96,(X),(X),96,60,8.1,5.0,69,49,5.8,4.0,0,11,0.0,33.6,121,68,10.3,5.8,23,30,19.0,22.5,96,47,8.1,3.9,42,33,43.8,27.7,45,49,3.8,4.2,31,46,68.9,44.9
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",807,72,(X),(X),128,41,15.9,4.8,53,29,6.6,3.5,11,11,20.8,21.1,84,35,10.4,4.2,31,21,36.9,19.8,256,67,31.7,7.4,86,38,33.6,11.3,26,24,3.2,3.0,0,11,0.0,55.9
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",89,46,(X),(X),0,11,0.0,27.9,0,11,0.0,27.9,0,11,-,**,33,30,37.1,26.0,0,11,0.0,49.6,4,7,4.5,7.6,0,11,0.0,100.0,0,11,0.0,27.9,0,11,-,**
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",1112,109,(X),(X),22,22,2.0,1.9,36,27,3.2,2.4,15,18,41.7,38.3,98,42,8.8,3.9,0,11,0.0,25.9,81,44,7.3,3.9,7,12,8.6,14.0,37,30,3.3,2.7,0,11,0.0,46.8
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",578,69,(X),(X),29,22,5.0,3.7,43,37,7.4,6.2,0,11,0.0,43.5,82,32,14.2,5.4,10,13,12.2,14.3,53,28,9.2,5.1,19,18,35.8,27.9,7,11,1.2,1.9,0,11,0.0,100.0
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",4352,401,(X),(X),47,55,1.1,1.2,110,98,2.5,2.2,0,16,0.0,23.6,392,176,9.0,4.1,47,55,12.0,14.5,184,142,4.2,3.1,0,16,0.0,15.0,23,36,0.5,0.8,0,16,0.0,59.4
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",2323,213,(X),(X),80,60,3.4,2.5,194,103,8.4,4.3,0,11,0.0,14.3,230,130,9.9,5.3,25,42,10.9,16.8,203,100,8.7,4.1,55,44,27.1,18.3,68,51,2.9,2.2,0,11,0.0,33.9
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",4747,412,(X),(X),70,68,1.5,1.4,331,204,7.0,4.2,0,16,0.0,8.7,418,185,8.8,3.7,0,16,0.0,6.9,399,168,8.4,3.4,70,68,17.5,15.8,32,50,0.7,1.1,0,16,0.0,50.4
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",74,34,(X),(X),8,8,10.8,12.3,0,11,0.0,32.0,0,11,-,**,11,14,14.9,17.9,0,11,0.0,85.9,23,18,31.1,24.3,8,8,34.8,37.0,0,11,0.0,32.0,0,11,-,**
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",4204,388,(X),(X),147,162,3.5,3.9,318,189,7.6,4.4,127,155,39.9,36.2,501,158,11.9,3.7,20,32,4.0,6.5,315,126,7.5,2.8,0,16,0.0,9.1,150,168,3.6,4.0,0,16,0.0,18.0
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",2668,160,(X),(X),140,91,5.2,3.4,376,131,14.1,4.8,84,78,22.3,18.4,276,132,10.3,5.0,0,16,0.0,10.3,330,108,12.4,3.8,56,61,17.0,17.5,41,58,1.5,2.2,0,16,0.0,44.5
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",531,68,(X),(X),13,15,2.4,2.8,27,16,5.1,3.1,8,12,29.6,39.2,71,27,13.4,4.9,5,8,7.0,10.7,36,19,6.8,3.6,0,11,0.0,47.5,13,14,2.4,2.6,0,11,0.0,79.0
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",164,41,(X),(X),0,11,0.0,16.6,11,11,6.7,6.6,0,11,0.0,85.9,21,17,12.8,10.9,0,11,0.0,62.2,4,6,2.4,3.8,0,11,0.0,100.0,0,11,0.0,16.6,0,11,-,**
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",678,95,(X),(X),8,10,1.2,1.5,32,20,4.7,2.9,0,11,0.0,50.4,112,52,16.5,7.4,0,11,0.0,23.2,64,39,9.4,5.8,8,10,12.5,17.2,10,11,1.5,1.6,0,11,0.0,90.1
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",63,19,(X),(X),9,8,14.3,13.7,0,11,0.0,35.6,0,11,-,**,5,8,7.9,11.9,0,11,0.0,100.0,40,19,63.5,21.3,9,8,22.5,19.9,0,11,0.0,35.6,0,11,-,**
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",649,77,(X),(X),4,7,0.6,1.1,4,7,0.6,1.1,4,7,100.0,100.0,115,50,17.7,7.2,0,11,0.0,22.7,28,26,4.3,3.9,0,11,0.0,53.8,6,8,0.9,1.2,0,11,0.0,100.0
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",1143,131,(X),(X),16,18,1.4,1.5,36,32,3.1,2.8,0,11,0.0,47.5,158,51,13.8,4.4,0,11,0.0,17.2,88,57,7.7,4.6,16,18,18.2,21.7,9,14,0.8,1.2,0,11,0.0,95.0
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",1655,146,(X),(X),304,110,18.4,5.9,233,88,14.1,5.0,91,65,39.1,23.4,149,61,9.0,3.5,65,37,43.6,22.8,396,108,23.9,5.8,148,66,37.4,12.1,5,11,0.3,0.7,0,11,0.0,100.0
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",1911,197,(X),(X),93,112,4.9,5.7,119,84,6.2,4.4,0,11,0.0,22.0,389,156,20.4,7.6,93,112,23.9,23.4,119,70,6.2,3.7,0,11,0.0,22.0,115,107,6.0,5.4,0,11,0.0,22.7
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",2305,194,(X),(X),261,116,11.3,4.9,364,133,15.8,5.9,61,57,16.8,15.0,371,154,16.1,6.6,50,48,13.5,12.5,256,111,11.1,4.8,150,84,58.6,21.1,48,78,2.1,3.4,0,11,0.0,41.1
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",4937,445,(X),(X),92,97,1.9,1.9,343,210,6.9,4.2,30,48,8.7,14.4,588,218,11.9,4.2,0,16,0.0,5.0,286,177,5.8,3.6,62,82,21.7,24.5,0,16,0.0,0.6,0,16,-,**
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",962,66,(X),(X),148,83,15.4,8.5,231,89,24.0,9.0,129,77,55.8,22.8,29,25,3.0,2.6,19,21,65.5,43.0,19,22,2.0,2.2,0,11,0.0,65.4,49,49,5.1,5.1,0,11,0.0,40.7
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",1821,182,(X),(X),73,74,4.0,3.9,107,68,5.9,3.5,0,11,0.0,24.1,316,148,17.4,7.7,46,59,14.6,16.2,81,61,4.4,3.4,15,24,18.5,27.9,79,70,4.3,3.8,12,18,15.2,27.0
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",4868,387,(X),(X),228,212,4.7,4.3,437,244,9.0,4.9,0,16,0.0,6.6,342,211,7.0,4.2,101,163,29.5,38.0,186,147,3.8,3.1,102,128,54.8,42.0,53,62,1.1,1.3,25,40,47.2,52.8
1400000US36061012200,36061012200,"Census Tract 122, New York County, New York",1796,214,(X),(X),73,76,4.1,4.2,139,82,7.7,4.5,31,34,22.3,22.9,387,136,21.5,7.5,42,68,10.9,16.7,47,53,2.6,2.9,0,11,0.0,41.6,39,37,2.2,2.1,0,11,0.0,45.6
1400000US36061012400,36061012400,"Census Tract 124, New York County, New York",5381,426,(X),(X),271,173,5.0,3.2,372,189,6.9,3.4,111,102,29.8,25.2,745,261,13.8,4.9,83,135,11.1,16.9,436,214,8.1,3.8,60,70,13.8,16.1,169,99,3.1,1.9,17,30,10.1,17.2
1400000US36061012500,36061012500,"Census Tract 125, New York County, New York",1443,152,(X),(X),89,44,6.2,2.9,149,71,10.3,4.8,26,30,17.4,18.7,232,90,16.1,6.1,0,11,0.0,12.1,269,83,18.6,5.7,63,34,23.4,11.6,28,32,1.9,2.2,0,11,0.0,53.8
1400000US36061012600,36061012600,"Census Tract 126, New York County, New York",7248,596,(X),(X),361,233,5.0,3.2,462,302,6.4,4.0,213,182,46.1,33.6,854,351,11.8,4.7,148,117,17.3,13.5,319,196,4.4,2.7,0,18,0.0,9.0,0,18,0.0,0.4,0,18,-,**
1400000US36061012700,36061012700,"Census Tract 127, New York County, New York",3933,297,(X),(X),170,123,4.3,3.1,587,222,14.9,5.5,88,80,15.0,13.3,439,212,11.2,5.4,29,47,6.6,11.4,301,159,7.7,4.0,53,62,17.6,19.2,74,121,1.9,3.1,0,16,0.0,32.0
1400000US36061012800,36061012800,"Census Tract 128, New York County, New York",2859,234,(X),(X),47,43,1.6,1.5,120,89,4.2,3.1,0,16,0.0,21.9,304,136,10.6,4.7,32,36,10.5,11.5,40,46,1.4,1.6,0,16,0.0,45.1,123,74,4.3,2.6,15,24,12.2,19.9
1400000US36061012900,36061012900,"Census Tract 129, New York County, New York",3416,291,(X),(X),272,127,8.0,3.8,300,127,8.8,3.8,42,40,14.0,12.6,357,145,10.5,4.3,59,58,16.5,15.1,520,142,15.2,4.3,171,98,32.9,17.2,88,104,2.6,3.0,0,16,0.0,28.2
1400000US36061013000,36061013000,"Census Tract 130, New York County, New York",1846,218,(X),(X),18,28,1.0,1.5,71,58,3.8,3.1,0,11,0.0,33.0,374,175,20.3,9.0,0,11,0.0,7.7,75,58,4.1,3.1,18,28,24.0,28.8,29,40,1.6,2.2,0,11,0.0,52.9
1400000US36061013100,36061013100,"Census Tract 131, New York County, New York",1730,145,(X),(X),256,83,14.8,4.5,318,80,18.4,4.2,134,55,42.1,15.2,261,81,15.1,4.5,82,50,31.4,14.6,105,53,6.1,3.0,40,35,38.1,24.0,44,41,2.5,2.3,0,11,0.0,43.0
1400000US36061013200,36061013200,"Census Tract 132, New York County, New York",5853,434,(X),(X),333,177,5.7,3.0,600,278,10.3,4.7,209,128,34.8,20.0,793,298,13.5,5.0,124,122,15.6,14.4,225,185,3.8,3.2,0,18,0.0,12.5,104,119,1.8,2.0,0,18,0.0,24.7
1400000US36061013300,36061013300,"Census Tract 133, New York County, New York",2811,254,(X),(X),375,143,13.3,5.0,502,111,17.9,3.9,121,87,24.1,16.2,301,103,10.7,3.7,99,57,32.9,16.6,320,104,11.4,3.4,155,78,48.4,17.9,34,33,1.2,1.2,0,11,0.0,48.9
1400000US36061013400,36061013400,"Census Tract 134, New York County, New York",7277,310,(X),(X),157,156,2.2,2.1,287,215,3.9,3.0,0,18,0.0,9.9,686,417,9.4,5.7,0,18,0.0,4.3,528,291,7.3,4.0,100,125,18.9,21.6,211,174,2.9,2.4,57,90,27.0,38.9
1400000US36061013500,36061013500,"Census Tract 135, New York County, New York",3903,227,(X),(X),529,167,13.6,4.2,1044,185,26.7,4.6,328,144,31.4,12.0,307,115,7.9,2.8,53,42,17.3,14.6,393,160,10.1,4.0,148,106,37.7,19.4,63,55,1.6,1.4,0,16,0.0,35.6
1400000US36061013600,36061013600,"Census Tract 136, New York County, New York",8316,618,(X),(X),221,261,2.7,3.1,435,279,5.2,3.4,0,18,0.0,6.7,899,340,10.8,3.9,221,261,24.6,25.5,319,189,3.8,2.2,0,18,0.0,9.0,120,115,1.4,1.4,0,18,0.0,21.9
1400000US36061013700,36061013700,"Census Tract 137, New York County, New York",3375,411,(X),(X),77,74,2.3,2.2,99,73,2.9,2.1,0,16,0.0,25.7,474,168,14.0,4.7,54,63,11.4,12.1,252,123,7.5,3.5,23,38,9.1,14.4,188,123,5.6,3.5,0,16,0.0,14.7
1400000US36061013800,36061013800,"Census Tract 138, New York County, New York",7198,547,(X),(X),155,170,2.2,2.3,381,255,5.3,3.4,70,111,18.4,29.4,714,314,9.9,4.3,0,18,0.0,4.1,289,206,4.0,2.8,85,130,29.4,39.8,84,71,1.2,1.0,0,18,0.0,29.2
1400000US36061013900,36061013900,"Census Tract 139, New York County, New York",5862,559,(X),(X),220,181,3.8,3.1,223,171,3.8,3.0,52,90,23.3,33.5,385,193,6.6,3.3,0,16,0.0,7.5,499,217,8.5,3.6,168,152,33.7,28.1,46,78,0.8,1.3,0,16,0.0,42.0
1400000US36061014000,36061014000,"Census Tract 140, New York County, New York",3965,230,(X),(X),17,29,0.4,0.7,324,164,8.2,4.2,0,16,0.0,8.8,596,168,15.0,4.1,17,29,2.9,4.9,211,103,5.3,2.6,0,16,0.0,13.2,60,49,1.5,1.3,0,16,0.0,36.7
1400000US36061014200,36061014200,"Census Tract 142, New York County, New York",2044,181,(X),(X),16,26,0.8,1.3,53,48,2.6,2.3,0,11,0.0,39.1,322,132,15.8,6.1,16,26,5.0,8.6,16,26,0.8,1.3,0,11,0.0,71.2,84,81,4.1,3.9,0,11,0.0,29.2
1400000US36061014300,36061014300,"Census Tract 143, New York County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
1400000US36061014401,36061014401,"Census Tract 144.01, New York County, New York",2709,128,(X),(X),36,41,1.3,1.5,145,98,5.4,3.6,0,16,0.0,18.6,355,126,13.1,4.7,18,28,5.1,7.8,57,53,2.1,2.0,18,30,31.6,46.5,82,63,3.0,2.3,0,16,0.0,29.7
1400000US36061014402,36061014402,"Census Tract 144.02, New York County, New York",3963,174,(X),(X),52,47,1.3,1.2,120,70,3.0,1.8,0,16,0.0,21.9,357,125,9.0,3.2,15,26,4.2,7.0,139,92,3.5,2.3,37,41,26.6,26.9,18,29,0.5,0.7,0,16,0.0,67.2
1400000US36061014500,36061014500,"Census Tract 145, New York County, New York",2757,225,(X),(X),81,43,2.9,1.5,208,113,7.5,3.9,14,22,6.7,10.8,309,134,11.2,4.6,0,16,0.0,9.2,218,82,7.9,2.9,67,41,30.7,20.0,32,37,1.2,1.3,0,16,0.0,50.4
1400000US36061014601,36061014601,"Census Tract 146.01, New York County, New York",2631,163,(X),(X),67,48,2.5,1.8,119,79,4.5,2.9,29,37,24.4,28.5,219,107,8.3,4.0,21,34,9.6,15.9,304,99,11.6,4.0,17,27,5.6,8.8,92,74,3.5,2.8,0,11,0.0,27.2
1400000US36061014602,36061014602,"Census Tract 146.02, New York County, New York",4837,278,(X),(X),146,127,3.0,2.6,460,182,9.5,3.8,41,66,8.9,14.9,766,266,15.8,5.4,50,85,6.5,10.4,137,116,2.8,2.4,34,52,24.8,37.6,41,48,0.8,1.0,21,34,51.2,51.2
1400000US36061014700,36061014700,"Census Tract 147, New York County, New York",1607,117,(X),(X),61,43,3.8,2.6,127,64,7.9,3.9,19,28,15.0,19.7,356,102,22.2,6.0,12,17,3.4,5.0,253,74,15.7,4.6,30,25,11.9,9.2,44,37,2.7,2.3,0,11,0.0,43.0
1400000US36061014801,36061014801,"Census Tract 148.01, New York County, New York",1480,103,(X),(X),43,35,2.9,2.3,79,45,5.3,2.9,29,27,36.7,27.7,156,66,10.5,4.4,0,11,0.0,17.4,88,56,5.9,3.8,14,21,15.9,24.3,10,15,0.7,1.0,0,11,0.0,90.1
1400000US36061014802,36061014802,"Census Tract 148.02, New York County, New York",3388,276,(X),(X),62,50,1.8,1.5,259,114,7.6,3.3,17,28,6.6,10.6,431,182,12.7,5.1,31,35,7.2,8.5,132,68,3.9,2.0,14,23,10.6,15.9,106,99,3.1,2.9,0,16,0.0,24.3
1400000US36061014900,36061014900,"Census Tract 149, New York County, New York",3060,235,(X),(X),116,122,3.8,4.0,267,109,8.7,3.6,44,63,16.5,21.7,378,162,12.4,5.0,0,16,0.0,7.6,198,105,6.5,3.4,72,103,36.4,42.5,132,100,4.3,3.3,0,16,0.0,20.2
1400000US36061015001,36061015001,"Census Tract 150.01, New York County, New York",1048,105,(X),(X),21,26,2.0,2.4,73,44,7.0,4.1,13,20,17.8,26.7,81,46,7.7,4.3,8,14,9.9,16.5,72,36,6.9,3.6,0,11,0.0,32.7,0,11,0.0,2.8,0,11,-,**
1400000US36061015002,36061015002,"Census Tract 150.02, New York County, New York",2312,211,(X),(X),45,49,1.9,2.1,153,102,6.6,4.3,0,16,0.0,17.7,331,145,14.3,6.3,28,42,8.5,12.1,90,62,3.9,2.7,17,30,18.9,27.4,46,64,2.0,2.8,0,16,0.0,42.0
1400000US36061015100,36061015100,"Census Tract 151, New York County, New York",4215,367,(X),(X),804,258,19.1,5.8,1212,256,28.8,6.1,415,214,34.2,15.9,423,183,10.0,4.2,24,40,5.7,9.6,574,197,13.6,4.4,324,179,56.4,22.8,114,82,2.7,1.9,41,58,36.0,35.4
1400000US36061015200,36061015200,"Census Tract 152, New York County, New York",3778,167,(X),(X),332,139,8.8,3.8,991,199,26.2,5.2,271,137,27.3,13.3,422,155,11.2,4.0,30,33,7.1,8.1,183,82,4.8,2.1,31,35,16.9,19.0,88,61,2.3,1.6,0,16,0.0,28.2
1400000US36061015300,36061015300,"Census Tract 153, New York County, New York",4816,423,(X),(X),167,112,3.5,2.4,222,112,4.6,2.3,23,37,10.4,16.7,461,203,9.6,4.1,27,44,5.9,9.4,465,150,9.7,3.0,117,99,25.2,21.6,63,68,1.3,1.4,0,16,0.0,35.6
1400000US36061015400,36061015400,"Census Tract 154, New York County, New York",7857,412,(X),(X),425,283,5.4,3.6,759,267,9.7,3.4,58,96,7.6,12.4,1226,481,15.6,5.9,150,146,12.2,11.0,541,332,6.9,4.1,217,250,40.1,35.4,0,18,0.0,0.4,0,18,-,**
1400000US36061015500,36061015500,"Census Tract 155, New York County, New York",5566,378,(X),(X),148,91,2.7,1.6,0,16,0.0,0.5,0,16,-,**,531,177,9.5,3.1,79,73,14.9,13.2,506,243,9.1,4.2,46,37,9.1,8.4,135,97,2.4,1.7,23,37,17.0,25.8
1400000US36061015601,36061015601,"Census Tract 156.01, New York County, New York",2756,174,(X),(X),225,112,8.2,4.1,241,121,8.7,4.4,81,81,33.6,28.2,412,132,14.9,4.7,32,28,7.8,7.2,285,115,10.3,4.2,112,90,39.3,24.0,111,98,4.0,3.5,0,16,0.0,23.4
1400000US36061015602,36061015602,"Census Tract 156.02, New York County, New York",1034,72,(X),(X),137,63,13.2,6.2,337,84,32.6,8.1,42,37,12.5,11.2,88,48,8.5,4.7,0,11,0.0,28.2,145,75,14.0,7.0,93,59,64.1,24.8,25,22,2.4,2.1,2,6,8.0,23.2
1400000US36061015700,36061015700,"Census Tract 157, New York County, New York",5283,582,(X),(X),83,100,1.6,1.9,281,155,5.3,3.0,0,16,0.0,10.1,444,211,8.4,3.9,0,16,0.0,6.5,196,134,3.7,2.5,0,16,0.0,14.2,133,130,2.5,2.4,83,100,62.4,50.6
1400000US36061015801,36061015801,"Census Tract 158.01, New York County, New York",2815,124,(X),(X),13,20,0.5,0.7,227,110,8.1,3.9,13,20,5.7,9.4,252,104,9.0,3.7,0,16,0.0,11.2,181,88,6.4,3.0,0,16,0.0,15.2,35,43,1.2,1.5,0,16,0.0,48.2
1400000US36061015802,36061015802,"Census Tract 158.02, New York County, New York",1946,104,(X),(X),190,84,9.8,4.3,328,107,16.9,5.4,47,48,14.3,12.9,409,105,21.0,5.2,85,54,20.8,12.5,215,83,11.0,4.2,58,39,27.0,16.9,10,15,0.5,0.8,0,11,0.0,90.1
1400000US36061015900,36061015900,"Census Tract 159, New York County, New York",5351,473,(X),(X),89,135,1.7,2.5,214,122,4.0,2.3,0,16,0.0,13.1,674,268,12.6,4.8,0,16,0.0,4.3,180,149,3.4,2.7,89,135,49.4,39.1,143,124,2.7,2.3,0,16,0.0,18.8
1400000US36061016001,36061016001,"Census Tract 160.01, New York County, New York",1688,124,(X),(X),50,45,3.0,2.6,135,63,8.0,3.7,30,40,22.2,25.4,204,78,12.1,4.5,9,15,4.4,7.7,67,48,4.0,2.8,0,11,0.0,34.3,52,36,3.1,2.2,11,18,21.2,31.0
1400000US36061016002,36061016002,"Census Tract 160.02, New York County, New York",1243,79,(X),(X),121,79,9.7,6.2,133,69,10.7,5.3,55,54,41.4,29.2,141,52,11.3,4.1,10,16,7.1,12.0,189,83,15.2,6.5,28,28,14.8,14.3,69,55,5.6,4.4,28,43,40.6,45.2
1400000US36061016100,36061016100,"Census Tract 161, New York County, New York",3646,201,(X),(X),140,107,3.8,2.9,244,146,6.7,4.0,0,16,0.0,11.6,543,176,14.9,4.8,95,103,17.5,17.6,104,73,2.9,2.0,31,36,29.8,29.2,43,41,1.2,1.1,14,22,32.6,45.9
1400000US36061016200,36061016200,"Census Tract 162, New York County, New York",3865,188,(X),(X),550,142,14.2,3.7,1473,246,38.1,5.9,375,132,25.5,8.8,76,59,2.0,1.5,39,46,51.3,43.0,240,122,6.2,3.1,101,75,42.1,24.6,135,96,3.5,2.4,35,39,25.9,30.6
1400000US36061016300,36061016300,"Census Tract 163, New York County, New York",3873,226,(X),(X),110,83,2.8,2.2,176,98,4.5,2.5,0,16,0.0,15.6,390,153,10.1,3.9,48,44,12.3,12.4,153,128,4.0,3.3,47,69,30.7,40.6,47,40,1.2,1.0,15,23,31.9,45.3
1400000US36061016400,36061016400,"Census Tract 164, New York County, New York",2792,95,(X),(X),668,169,23.9,6.1,1287,163,46.1,5.7,448,134,34.8,9.8,353,182,12.6,6.4,54,66,15.3,19.1,404,140,14.5,5.0,166,111,41.1,26.1,24,39,0.9,1.4,0,16,0.0,58.2
1400000US36061016500,36061016500,"Census Tract 165, New York County, New York",3240,226,(X),(X),136,93,4.2,2.9,277,137,8.5,4.3,89,78,32.1,25.7,389,135,12.0,4.0,0,16,0.0,7.4,175,83,5.4,2.5,47,52,26.9,27.8,61,60,1.9,1.8,0,16,0.0,36.3
1400000US36061016600,36061016600,"Census Tract 166, New York County, New York",2867,157,(X),(X),363,124,12.7,4.3,1453,159,50.7,5.1,336,127,23.1,8.6,215,115,7.5,4.0,14,22,6.5,10.2,88,57,3.1,2.0,13,20,14.8,24.1,46,59,1.6,2.1,0,16,0.0,42.0
